id,name,item_id,slug,description,category,subcategory,is_pace_product,product_url,image_url,blade_size_mm,blade_size_inches,automation_level,wheel_size_inches,max_cutting_capacity_mm,max_cutting_capacity_inches,suitable_for_material_types,suitable_for_hardness,suitable_for_sample_sizes,suitable_for_sample_shapes,suitable_for_throughput,suitable_for_applications,min_budget_level,tags,status,sort_order,created_at,updated_at
d1e26a18-091c-4ff4-a1fb-b340965a3667,IM-5000 Inverted Metallurgical Microscope,IM-5000,im-5000,"Inverted metallurgical microscope features bright-field, dark field, polarized light and differential interference contrast (DIC) illumination. Objectives include 5X, 10X, 20X, 50X and 100X.",microscopy,metallurgical,true,,/images/equipment/microscopy/metallurgical microscopes/im-5000/im-5000-cover.webp,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""medium"",""high""]",,premium,"[""microscopy"",""inverted"",""dic"",""polarized-light""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
d289055f-defa-4765-96bb-29fe56675ef0,MEGA-T350S Manual Abrasive Cutter,MEGA-T350S,mega-t350s,Manual wheel and table feed abrasive cutting machine for 14-inch (350 mm) abrasive blades. Cutting capacity up to 4.5-inch (115 mm) solid stock.,sectioning,manual,true,https://metallographic.com/metallographic-equipment/abrasive-sectioning/manual-abrasive-cutters.html,/images/equipment/abrasive sectioning/manual abrasive cutters/mega-t350s/mega-t350s-cover.webp,350,14,manual,,115,4.5,,,"[""medium"",""large"",""very-large""]",,"[""low"",""medium"",""high""]",,standard,"[""sectioning"",""abrasive"",""manual"",""350mm"",""14-inch"",""table-feed""]",active,0,2025-12-05 19:56:21.914044+00,2025-12-17 15:40:52.567603+00
d46bf137-25e8-40a6-97dc-bd510badc59f,MEGA-T400A Automated Abrasive Cutter,MEGA-T400A,mega-t400a,Automated / manual Y-axis with automated X-axis table feed and manual wheel feed abrasive cutting machine for 16-inch (400 mm) abrasive blades.,sectioning,automated,true,https://metallographic.com/metallographic-equipment/abrasive-sectioning/automated-abrasive-cutters.html,/images/equipment/abrasive sectioning/automated abrasive cutters/mega-t400a/mega-t400a-cover.webp,400,16,automated,,115,4.5,,,"[""large"",""very-large""]",,"[""very-high""]",,enterprise,"[""sectioning"",""abrasive"",""automated"",""400mm"",""16-inch"",""table-feed""]",active,0,2025-12-05 19:56:21.914044+00,2025-12-17 15:40:52.567603+00
d71b2adc-d901-4508-b5a8-0b1212867d80,NANO-1200S Manual Grinder Polisher,NANO-1200S,nano-1200s,"Single wheel grinder polisher bench top polisher for 12 and/or 14-inch wheels. Features variable speed (100-1000 rpm), 1.5 hp motor, preset fast speed buttons, and auto mode.",grinding,manual,true,https://metallographic.com/metallographic-equipment/grinding-polishing/nano.html,/images/equipment/grinding & polishing/manual grinder polishers/nano-1200s/nano-1200s-cover.webp,,,manual,"[""12"",""14""]",,,,,"[""medium"",""large"",""very-large""]",,"[""low"",""medium"",""high""]",,standard,"[""grinding"",""polishing"",""manual"",""single-wheel"",""large-wheels""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
e3ddab1a-4f2f-4bc7-99b6-ffc7852f8a15,VM-500PLUS Digital Stereo Microscope,VM-500PLUS,vm-500plus,Digital stereo microscope with autofocus and built-in measurement capabilities. 0.7X ~ 4.5X electronic magnification with a zoom ratio of 6.5:1.,microscopy,stereo,true,,,,,automated,,,,,,"[""small"",""medium"",""large""]",,"[""medium"",""high""]",,premium,"[""microscopy"",""stereo"",""digital"",""autofocus"",""measurement""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
e66403ed-7603-4952-bedc-74b3ad3b3113,OMEGA-ST Manual Superficial Rockwell Hardness Tester,OMEGA-ST,omega-st,"Manual basic low cost metallographic specimen Superficial Rockwell Hardness Tester. Load selection of 15, 30 and 45 Kgf (Superficial Rockwell).",hardness,brinell-microvickers,true,,,,,manual,,,,,,"[""small"",""medium""]",,"[""low""]",,budget-conscious,"[""hardness"",""superficial-rockwell"",""manual""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
e9905b31-afc2-438c-ba56-bcc4c5a8b3c6,ALPHA-MHT-1000VK Dual Vickers/Knoop Microhardness Tester,ALPHA-MHT-1000VK,alpha-mht-1000vk,"Dual Vickers/Knoop microhardness tester with auto turret instrument for Vickers and Knoop indenters independently. Variable testing forces (10, 25, 50, 100, 200, 300, 500, 1000 gram load), 10X, 20 and 40X objectives.",hardness,microhardness,true,,,,,automated,,,,,,"[""small"",""medium""]",,"[""medium"",""high""]",,premium,"[""hardness"",""microhardness"",""vickers"",""knoop"",""automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 16:33:34.973374+00
f1f9ff59-6c4a-4dbe-a04c-09de72e96826,OMEGA-HB-3000 Digital Brinell Hardness Tester,OMEGA-HB-3000,omega-hb-3000,Digital Brinell tester for a testing range of ~8 to 650 HBW. Measurement is incorporated into unit with results displayed on a LCD screen.,hardness,brinell-microvickers,true,,,,,semi-automated,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium""]",,standard,"[""hardness"",""brinell"",""digital""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
f9940c7e-7a3e-4ccb-a10a-ac99b67696e9,OMEGA-5000-VZ Semi-Automated Macro Vickers Hardness Tester,OMEGA-5000-VZ,omega-5000-vz,"Semi-automated Macro Vickers hardness testing instrument with auto shifting between indenter and objective lens. Variable testing forces (1, 2, 2.5, 3, 5, 10, 20, 30 and 50 kilogram load).",hardness,brinell-microvickers,true,,,,,semi-automated,,,,,,"[""small"",""medium"",""large""]",,"[""medium"",""high""]",,premium,"[""hardness"",""vickers"",""macro"",""semi-automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
fbc86cbc-4e20-4614-b32e-476455af9954,OMEGA-DIGI-RST Semi-Automated Dual Rockwell/Superficial Rockwell Hardness Tester,OMEGA-DIGI-RST,omega-digi-rst,"Semi-automated digital dual Rockwell / Superficial Rockwell hardness tester. Rockwell/ Superficial Rockwell - 15 Kgf, 30 Kgr, 45 Kgr, 60 Kgf, 100 Kgf and 150 Kgf loading.",hardness,brinell-microvickers,true,,,,,semi-automated,,,,,,"[""small"",""medium"",""large""]",,"[""medium"",""high""]",,standard,"[""hardness"",""rockwell"",""superficial-rockwell"",""dual"",""semi-automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
feb9433a-185a-4335-a84e-8d45d719d49c,TP-7500S TERAPRESS Hydraulic Mounting Press,TP-7500S,tp-7500s,"Programmable electro-hydraulic automated compression mounting press with interchangeable molds. Features 1-inch to 2-inch interchangeable or fixed heater/molds, rapid ram movement, multiple cooling modes, and automatic programmable cycles.",mounting,compression,true,https://metallographic.com/metallographic-equipment/compression-mounting/hydraulic-mounting-press.html,/images/equipment/compression mounting/hydraulic mounting press/tp-7500s/tp-7500s-cover.webp,,,automated,,,,,,"[""small"",""medium"",""large"",""very-large""]",,"[""high"",""very-high""]",,premium,"[""mounting"",""compression"",""hydraulic"",""automated""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 15:40:52.567603+00
fff48d64-586d-435f-8f28-42b4d26cabfd,TP-TANK TERAPRESS Recirculation Tank,TP-TANK,tp-tank,TERAPRESS recirculation / cooling tank with pump.,mounting,compression,true,,,,,manual,,,,,,"[""small"",""medium"",""large""]",,"[""low"",""medium"",""high""]",,standard,"[""mounting"",""accessories"",""recirculating"",""cooling""]",active,0,2025-12-05 19:56:30.324377+00,2025-12-17 00:45:12.119775+00
